title,adult,genre,id,language,plot,release_date,imdb_score,imdb_id,cast,directors,movie_duration
Jaal: The Trap,False,"Action, Drama",303398,hi,Sunny Deol battles terrorists from Kashmir; from director Guddu Dhanoa.,2003-07-18,5.8,tt0340178,"['Rajeev Kaul', 'Praful Parekh']",['Guddu Dhanoa'],2h 22m
Chori Chori,False,"Drama, Comedy, Romance",25020,hi,"'Chori Chori' is a romantic film telling the story of Ranbir (Ajay Devgan) and Khushi (Rani Mukherjee) who are as different as chalk and cheese. They bump into each other on the streets of Delhi. It certainly isn't love at first sight for them. In fact there is nothing but war of words and arguments. Circumstances keep Ranbir and Khushi together, much to their discomfort. Till they realize that th",2003-08-01,6.0,tt0326805,"['Ajay Devgn', 'Sonali Bendre', 'Rani Mukerji']",['Milan Luthria'],2h 15m
Hungama,False,Comedy,21184,hi,"A case of mistaken identities featuring a young woman, an electronics business owner and an aspiring musician which leads to chaotic yet hilarious situations.",2003-08-01,6.7,tt0371735,"['Priyadarshan', 'Neeraj Vora', 'Jay Master']",['Priyadarshan'],2h 33m
Ek Aur Ek Gyarah: By Hook or by Crook,False,"Action, Comedy, Crime",212502,hi,"Two petty thieves Tara and Sitara get on the bad side of two wanted criminals, namely Panther and Cobra.",2003-08-06,5.946,tt0354538,"['Aman Jaffery', 'Aman Ahmad Jeffery', 'Shahnawaz Ahmed Kenny']",['David Dhawan'],2h 24m
Koi... Mil Gaya,False,"Science Fiction, Action, Adventure",25516,hi,A developmentally disabled boy's life changes after he encounters an extraterrestrial being.,2003-08-08,6.9,tt0254481,"['Rakesh Roshan', 'Honey Irani', 'Sachin Bhowmick']",['Rakesh Roshan'],2h 51m
The Bypass,False,Crime,249341,hi,A bypass somewhere in Rajasthan. Two muggers encounter a corrupt police officer after committing murder; nobody is trustworthy. Who is the most violent?,2003-08-13,5.0,tt0397941,['Amit Kumar'],['Amit Kumar'],
Raghu Romeo,False,Comedy,161816,hi,An employee at a strip club kidnaps his favorite actress to protect her from mob hit men.,2004-06-18,5.0,tt0377131,"['Rajat Kapoor', 'Sanjeev Sharma', 'Saurabh Shukla']",['Rajat Kapoor'],1h 40m
Footpath,False,"Drama, Action, Crime",117322,hi,"Two friends of a man help him avenge his father's death. Years later, he reunites with his friends who have now become criminals. What they don't know, is that he is now an undercover cop.",2003-08-15,5.286,tt0374660,"['Mahesh Bhatt', 'Girish Dhamija', 'Vibha Singh']",['Vikram Bhatt'],2h 44m
Tere Naam,False,"Action, Drama, Romance, Thriller",56969,hi,"A rowdy ex-college boy who, after a hazing session, loses his heart to first year student Nirjara, a traditional Brahmin girl.",2003-08-15,6.404,tt0374271,"['Bala', 'Vijaysinh Gol', 'Jainendra Jain']",['Satish Kaushik'],2h 12m
Mumbai Se Aaya Mera Dost,False,"Adventure, Romance, Action",451920,hi,A man's (Abhishek Bachchan) innocent gift to his grandfather sparks a power struggle in a village that recently received electricity.,2003-08-22,3.2,tt0363833,['Apoorva Lakhia'],['Apoorva Lakhia'],2h 26m
Kuch Naa Kaho,False,"Comedy, Drama, Romance",48923,hi,"Raj a mere bachelor, who has no intention of marrying is being convinced by his uncle. His uncle passes on the duty to Namrata a married woman whose husband Sanjeev leave her five years ago. Namrata is responsible for finding Raj a suitable bride, while she is busy finding girls for him, he is busy along with his mischievous friend Adi straying away all the girls by making up wired plans. But Raj falls in love with the match - maker herself. While this is happening Sanjeev, Namrata's husband return and foil all plans between Raj and Namrata.",2003-08-26,5.609,tt0369637,"['Rohena Gera', 'Naushil Mehta', 'Nidhi Tuli']",['Rohan Sippy'],2h 49m
Matrubhoomi: A Nation Without Women,False,Drama,127763,hi,"A woman, attended by two midwives, is giving birth in a small village in India. When the child's cry rings, the father bangs on a steel plate to attract the attention of all the villagers, ...",2005-01-26,6.6,tt0379375,['Manish Jha'],['Manish Jha'],1h 39m
Kyon?,False,Crime,1228142,hi,"""KYON"" follows the lives of five college friends, Vikram Desai, Tony Brar, Amar Mathur, Neha Bose and Shilpa Narang who have a great bonding with each other which is asexual. They belong to today's young generation of urban India. Following the lives and lifestyles of these youth of today, we see how dysfunctional they are spending huge amount of money in being self-indulgent whether it be alcohol, drugs, sex or various forms of entertainment.",2003-08-29,0.0,tt0483029,"['Vinay Apte', 'Ashok Kumar Beniwal', 'Chaitannya Choudhry']",['Kalpana Lajmi'],
Gangaajal,False,"Drama, Crime",46428,hi,"An honest Superintendent of Police, IPS Amit Kumar, is assigned to a crime infested town to reduce its crime rates. There, he soon learns that cleaning up the town also means confronting the corruption among police and politicians.",2003-08-29,6.4,tt0373856,['Prakash Jha'],['Prakash Jha'],2h 37m
Dil Pardesi Ho Gayaa,False,"Drama, Romance",302469,hi,"Major Ram is one of the few soldiers from the Indian Army who have been held captive in Pakistan, following the war with India. The Indian army and politicians are unable to make any decision so as not to jeopardize the lives of the captives. Major Ram's brother, Arjun, alias Sunny decides to take it upon himself to enter Pakistan and get his brother free. He now calls himself Salman. On the way he meets with beautiful Ruksar and both fall in love with each other. Unfortunately for them, they cannot be married, so they elope, leading to an unrest within their community, and a hunt is on for them. Salman and Ruksar chance upon the prison camp that is housing Ram, and do get him free, only to find themselves trapped by Pakistani Jihaadis and soldiers.",2003-09-01,7.2,tt0391079,"['Shyam Gupta', 'Saawan Kumar Tak']",['Saawan Kumar Tak'],
Miss India: The Mystery,False,Mystery,919730,hi,A group of girls compete in order to win a beauty pageant. Things however take an ugly turn when one of them gets murdered.,2003-09-03,0.0,tt0484279,"['Neha Dhupia', 'Dolly', 'Supriya Karnik']",['Pradeep Maini'],
Duplicate Jaani Dushman,False,Horror,500071,hi,The film is about a thakur who kills newlywed brides on their wedding nights but nobody is aware its the thakur. The film is a remake of the 1979 film Jaani Dushman.,2003-09-05,0.0,tt4001950,['Laljee Gorakhpuri'],['Jaspal Neelam'],
Rules - Pyaar Ka Superhit Formula,False,"Drama, Comedy, Romance",81150,hi,"Rules - Pyaar Ka Superhit Formula is a light look at the game of love. Radha (Meera Vasudevan) is employed with an advertising agency, and has a chance to see and meet prominent models. She meets her dreamboat, Vikram Verma (Milind Soman), on one such day. Needless to state, she is madly in love with him, but he has eyes for his girlfriend, the gorgeous model, Maggie (Namrata Barua), only. Radha's attempts to make him notice her are in vain, and in desperation she confides in her grandma (Tanuja), for a solution. Her grandma instructs her to follow a number of simple rules,...",2003-09-05,4.0,tt0375021,"['Urmi Juvekar', 'Ajitabh Menon', 'Anahata Menon']",['Parvati Balagopalan'],
Market,False,Drama,648166,hi,"Muskaan is a prostitute in one of Hyderabad's brothels, owned by Lalabee. But she is a prostitute not by choice, but bad luck. When she was young her parents married her off to an Arab Sheikh. This marriage was just an arrangement for sexual pleasure.  After raping her for 7 days regularly, Sheikh divorces Muskaan. Muskaan's father Barkat Ali commits suicide due to the humiliation he receives after filling a case against Sheikh. Sheikh's assistant hires the best possible advocate and makes sure that Sheikh is released easily and flies back to Dubai. Muskaan's uncle also sexually harasses her.  Finally one of the dalals takes her to Lalabee and thus she becomes a prostitute. But fortune brings her to Mumbai. Inspector Sawant Sayaji Shinde takes her to Juicy, a sophisticated gay doing body business. He changes Muskaan to Mallika using two of his best selling prostitutes Liza Suman Rangnathan and Esha. She luckily also meets with Bablu Pande Aryan Vaid who falls in love with her.",2003-09-12,4.0,tt0381408,"['Miraq Mirza', 'Arshad Siddiqui']",['Jayprakkash Shaw'],2h 40m
Chupke Se,False,"Comedy, Musical, Romance",477859,hi,"Megha Timghure, a plain-looking middle-class girl, lives with her mom, Laxmi, and dad, who is employed as an an Income Tax Officer. Her desire is to become a model and a beauty queen. At a party, she is mis-introduced as Sarika Verma, and meets with two eligible young men, Rizwan, and Varun Arya. She expresses desire in becoming a model and is referred to Almera Kochar, who has a reputation of bringing out the best in every model, and making them beauty queens. Almera meets with Sarika, and accepts her as a student, and makes her sign a contract. What Sarika does not know that she has now become a pawn in a devious plot concocted to protect millions gained by black marketing.",2003-09-12,5.0,tt0381090,"['Abbas Tyrewala', 'Shona Urvashi']",['Shona Urvashi'],2h 44m
Parwana,False,"Action, Drama, Romance",143734,hi,A con-man/thief robs a suitcase containing explosives belonging to terrorists.,2003-09-12,6.7,tt0366880,"['Rajeev Kaul', 'Tanveer Khan', 'Praful Parekh']",['Deepak Bahry'],1h 52m
Joggers Park,False,"Drama, Comedy, Romance",97027,hi,"The film opens at a Rotary Club function to honor the recently retired Justice Jyotin Chatterjee. The judge has served the profession all his life with honor and spotless integrity. As he is about to retire, he recognizes there will now be a void in his life. His wife remarks to reporters that neither he nor she knows what he would do after he retires. Retired life is not easy for the aging judge. The younger generation is bolder and quicker than he was in his time.",2003-09-12,4.0,tt0363721,['Subhash Ghai'],"['Vaibhav Babaji', 'Anant Balani']",2h 13m
The Pink Mirror,False,"Comedy, Short",431804,hi,"Award-winning Indian film drama. Said to be the first Indian film to comprehensively focus on Indian trans people, with the entire story revolving around two trans women and a gay teenager's attempts to seduce a man - Samir. The film explores the taboo subject of trans people in India, which is still much misunderstood and ridiculed.",2003-09-14,4.7,tt0386499,"['Saagar Gupta', 'Sridhar Rangayan']",['Sridhar Rangayan'],40m
Paanch,False,"Crime, Thriller",64109,hi,Kidnapping plot gone wrong when four friends plans to kidnap their own friend who accidentally got killed.,2003-09-21,6.607,tt0356982,['Anurag Kashyap'],['Anurag Kashyap'],2h 10m
Aanch,False,Drama,343404,hi,"Vidya lives a middle-class lifestyle in a virtually lawless town called Amarpur, India, along with her widower and disabled dad, Shambhu; married brother, Shiva and his wife, Lata; and her paternal grandma. She studies in the Arts Commerce and Science college in Bombay, and is summoned home to get married to a man of her family's choice, to which she reluctantly agrees. On the day of the marriage, a dancer performs an item which angers Mahadev, who is the Mukhiya of Mandaur, another lawless...",2003-09-26,8.0,tt0389726,['Kamal Pandey'],['Rajesh Ram Singh'],2h 40m
Zameen,False,"Action, Thriller",101783,hi,"An Army colonel (Devgan) and his commandos capture a dangerous terrorist. The other members of the terrorists' organization hatch a plot to hijack an Indian jet and demand his release in exchange. In Mumbai, ACP Jay (Bachchan) is hot on their trail. He discovers Army's involvement in the case and has to work together with the colonel. However, there are some skeletons in the closet.",2003-09-26,6.2,tt0382385,"['Robin Bhatt', 'Javed Siddiqui', 'Suparn Varma']",['Rohit Shetty'],2h 34m
Xcuse Me,False,Comedy,48244,hi,"Bantu and Chantu are unemployed, and are not able to get any jobs due to lack of experience. They come across an advertisement for a hotel management program in Goa, and make their way there. Once there, they hoodwink the trainer by posing as the nephew of the owner of the hotel, and thus enroll themselves in the training course. In the course of the program, they expose several employees and guests as cheats, earning their wrath but also the admiration of the two daughters of the hotel owners. Things turn sore for the two when the guests and former employees get together to avenge their humiliation.",2003-09-26,6.2,tt0383719,"['Sharman Joshi', 'Sahil Khan', 'Anil Chaudhary']",['N. Chandra'],2h 32m
Mumbai Matinee,False,"Drama, Comedy, Romance",46413,hi,"Debu Chatterjee is in his 30s, and is chided by everyone he knows as a ""virgin"". Tired of being stereotyped in this manner, he confides in Baba Hindustani, and Pyarelal about his predicament, and they offer to help him out, with hilarious results. Then one day, while watching a movie in a theater, Debu is shocked to see himself in an adult sex film...",2003-09-26,4.0,tt0382188,['Anant Balani'],['Anant Balani'],2h 5m
